power_cap,gpu_count,runtime,avg_power_active,avg_sm_active,avg_dram_active,avg_power_x_gpu,avg_sm_x_gpu,avg_dram_x_gpu
800,1,7.292028188705444,250.85714285714286,1980.0,0.14585714285714285,250.85714285714286,1980.0,0.14585714285714285
800,2,4.860593795776367,207.35714285714286,1922.142857142857,0.11228571428571428,414.7142857142857,3844.285714285714,0.22457142857142856
800,3,22.088518619537354,155.0952380952381,1926.4285714285713,0.06176190476190476,465.28571428571433,5779.285714285714,0.18528571428571428
800,4,393.7635688781738,134.875,1976.25,0.0765,539.5,7905.0,0.306
900,1,6.480488538742065,249.42857142857142,1980.0,0.20828571428571432,249.42857142857142,1980.0,0.20828571428571432
900,2,4.869896650314331,215.07142857142856,1959.642857142857,0.11492857142857144,430.1428571428571,3919.285714285714,0.22985714285714287
900,3,21.18947434425354,144.04761904761904,1948.5714285714284,0.034428571428571426,432.1428571428571,5845.714285714285,0.10328571428571429
900,4,392.26594638824463,139.0,1944.375,0.0740625,556.0,7777.5,0.29625
1000,1,6.488738059997559,315.42857142857144,1980.0,0.21071428571428572,315.42857142857144,1980.0,0.21071428571428572
1000,2,4.053678750991821,240.16666666666666,1978.75,0.11591666666666667,480.3333333333333,3957.5,0.23183333333333334
1000,3,14.716744184494019,170.94444444444443,1976.6666666666667,0.07288888888888889,512.8333333333333,5930.0,0.21866666666666668
1000,4,389.80517578125,146.91666666666669,1928.75,0.08575,587.6666666666667,7715.0,0.343
1200,1,7.295060634613037,250.71428571428572,1980.0,0.21342857142857144,250.71428571428572,1980.0,0.21342857142857144
1200,2,4.8643505573272705,223.21428571428572,1980.0,0.11821428571428573,446.42857142857144,3960.0,0.23642857142857146
1200,3,26.93159770965576,163.85714285714286,1980.0,0.05576190476190476,491.57142857142856,5940.0,0.1672857142857143
1200,4,390.42513966560364,146.25,1977.1875,0.078,585.0,7908.75,0.312
1400,1,7.3116443157196045,255.28571428571428,1980.0,0.20714285714285716,255.28571428571428,1980.0,0.20714285714285716
1400,2,4.8650524616241455,223.28571428571428,1980.0,0.11592857142857144,446.57142857142856,3960.0,0.23185714285714287
1400,3,13.845948219299316,170.76190476190473,1980.0,0.06033333333333333,512.2857142857142,5940.0,0.181
1400,4,388.0303235054016,150.3125,1980.0,0.07925,601.25,7920.0,0.317
1600,1,6.481132745742798,310.7142857142857,1980.0,0.15542857142857144,310.7142857142857,1980.0,0.15542857142857144
1600,2,4.864515781402588,225.0,1980.0,0.11457142857142857,450.0,3960.0,0.22914285714285715
1600,3,32.6078200340271,176.05555555555554,1980.0,0.07216666666666667,528.1666666666666,5940.0,0.21650000000000003
1600,4,384.0990993976593,151.4375,1980.0,0.060500000000000005,605.75,7920.0,0.24200000000000002
2000,1,7.308943510055542,248.28571428571428,1980.0,0.2065714285714286,248.28571428571428,1980.0,0.2065714285714286
2000,2,4.088244199752808,245.83333333333331,1980.0,0.15633333333333332,491.66666666666663,3960.0,0.31266666666666665
2000,3,15.510054111480713,177.61111111111111,1980.0,0.06155555555555556,532.8333333333334,5940.0,0.18466666666666667
2000,4,381.4639456272125,157.1875,1980.0,0.05462500000000001,628.75,7920.0,0.21850000000000003
