power_cap,gpu_count,runtime_seconds
700,1,18.494755029678345
700,1,18.391794204711914
700,1,18.272730827331543
700,1,18.403947591781616
700,1,18.433422803878784
700,1,18.405587434768677
700,1,18.415791749954224
700,1,18.316023349761963
700,1,18.49504065513611
700,1,18.397568702697754
700,1,18.455005407333374
700,1,18.508511066436768
700,1,18.41853380203247
400.0,2,11.93786907196045
450.0,2,11.949813604354858
500.0,2,11.906745910644531
550.0,2,11.990959167480469
600.0,2,12.06471848487854
650.0,2,11.993583917617798
700.0,2,11.96133804321289
700,2,11.974508285522461
700,2,12.037540197372437
700,2,12.357100009918213
700,2,11.975253820419312
700,2,11.957734823226929
700,2,12.064790487289429
266.6666666666667,3,27.134006023406982
300.0,3,25.816629886627197
333.3333333333333,3,19.899627447128296
366.6666666666667,3,34.54153847694397
400.0,3,31.99782633781433
433.3333333333333,3,33.56978631019592
466.6666666666667,3,18.637026071548462
500.0,3,30.747891426086426
533.3333333333334,3,38.1829788684845
566.6666666666666,3,19.336219549179077
600.0,3,41.63000011444092
633.3333333333334,3,19.440882921218872
666.6666666666666,3,19.806363105773926
200.0,4,399.7771315574646
225.0,4,398.72947549819946
250.0,4,395.9681842327118
275.0,4,390.5791389942169
300.0,4,398.00084352493286
325.0,4,396.7982397079468
350.0,4,395.4911096096039
375.0,4,398.2399640083313
400.0,4,390.5147292613983
425.0,4,388.8062551021576
450.0,4,392.06511306762695
475.0,4,390.5893647670746
500.0,4,387.5877995491028
