power_cap,gpu_count,target,target_kind,avg_power_active,avg_sm_active,avg_dram_active,avg_power_x_gpu,avg_sm_x_gpu,avg_dram_x_gpu
400,1,27104.09,throughput,345.2857142857143,1795.7142857142858,0.2722857142857143,345.2857142857143,1795.7142857142858,0.2722857142857143
400,2,24801.11,throughput,179.64285714285714,1337.1428571428573,0.11699999999999999,359.2857142857143,2674.2857142857147,0.23399999999999999
500,1,26941.61,throughput,394.57142857142856,1952.142857142857,0.2711428571428572,394.57142857142856,1952.142857142857,0.2711428571428572
500,2,25433.54,throughput,115.5,1222.5,0.001,231.0,2445.0,0.002
600,1,27096.3,throughput,147.0,1980.0,0.002,147.0,1980.0,0.002
600,2,25435.89,throughput,215.28571428571428,1791.4285714285713,0.11700000000000002,430.57142857142856,3582.8571428571427,0.23400000000000004
600,3,25926.31,throughput,177.33333333333334,1435.7142857142856,0.08142857142857145,532.0,4307.142857142857,0.24428571428571433
700,1,27107.66,throughput,147.0,1980.0,0.002,147.0,1980.0,0.002
700,2,25589.13,throughput,236.14285714285714,1864.2857142857142,0.12771428571428572,472.2857142857143,3728.5714285714284,0.25542857142857145
700,3,26355.15,throughput,179.52380952380952,1690.7142857142856,0.07285714285714286,538.5714285714286,5072.142857142857,0.21857142857142858
800,2,26132.79,throughput,238.14285714285714,1957.5,0.12292857142857144,476.2857142857143,3915.0,0.24585714285714289
800,3,26240.25,throughput,187.47619047619048,1896.4285714285716,0.07766666666666666,562.4285714285714,5689.285714285715,0.23299999999999998
800,4,26040.87,throughput,172.67857142857142,1677.3214285714284,0.06,690.7142857142857,6709.285714285714,0.24
900,2,25577.95,throughput,246.42857142857142,1978.9285714285716,0.12621428571428572,492.85714285714283,3957.857142857143,0.25242857142857145
900,3,25844.22,throughput,200.42857142857142,1899.2857142857144,0.08166666666666668,601.2857142857142,5697.857142857143,0.24500000000000005
900,4,25965.28,throughput,168.20833333333334,1819.375,0.06108333333333333,672.8333333333334,7277.5,0.24433333333333332
1000,2,26131.74,throughput,246.57142857142856,1980.0,0.11857142857142858,493.1428571428571,3960.0,0.23714285714285716
1000,3,26600.82,throughput,207.1428571428571,1955.0,0.07728571428571429,621.4285714285713,5865.0,0.23185714285714287
1000,4,26091.35,throughput,182.96428571428572,1885.7142857142858,0.06810714285714285,731.8571428571429,7542.857142857143,0.2724285714285714
1200,2,26014.83,throughput,254.14285714285714,1980.0,0.13657142857142857,508.2857142857143,3960.0,0.27314285714285713
1200,3,26160.32,throughput,222.44444444444443,1978.3333333333333,0.09077777777777779,667.3333333333333,5935.0,0.27233333333333337
1200,4,26708.88,throughput,111.75,1620.0,0.0005,447.0,6480.0,0.002
1400,2,25651.53,throughput,251.92857142857144,1980.0,0.11871428571428572,503.8571428571429,3960.0,0.23742857142857143
1400,3,26167.32,throughput,192.61904761904762,1980.0,0.06147619047619048,577.8571428571429,5940.0,0.18442857142857144
1400,4,26264.37,throughput,174.25,1977.857142857143,0.046285714285714284,697.0,7911.428571428572,0.18514285714285714
1600,3,26133.0,throughput,125.33333333333333,1980.0,0.001,376.0,5940.0,0.003
1600,4,26433.22,throughput,199.10714285714286,1980.0,0.058642857142857135,796.4285714285714,7920.0,0.23457142857142854
1800,3,26166.54,throughput,211.47619047619048,1980.0,0.07704761904761905,634.4285714285714,5940.0,0.23114285714285715
1800,4,25455.04,throughput,184.25,1980.0,0.06054166666666667,737.0,7920.0,0.24216666666666667
