power_cap,gpu_count,runtime_seconds
700,1,57.9144184589386
700,1,56.871907472610474
700,1,57.52498412132263
700,1,56.72999429702759
700,1,57.68503165245056
700,1,57.6237998008728
700,1,57.65570640563965
700,1,57.56937050819397
700,1,57.797401428222656
700,1,57.166436433792114
700,1,57.042959690093994
700,1,57.704288482666016
700,1,56.60004162788391
400.0,2,81.54709196090698
450.0,2,81.619473695755
500.0,2,81.90083003044128
550.0,2,81.73715305328369
600.0,2,82.11180520057678
650.0,2,82.06053614616394
700.0,2,81.57051205635071
700,2,82.27026844024658
700,2,82.24220848083496
700,2,81.10755109786987
700,2,82.59760856628418
700,2,81.31382179260254
700,2,81.86186146736145
266.6666666666667,3,82.50406813621521
300.0,3,83.58085322380066
333.3333333333333,3,82.93616127967834
366.6666666666667,3,82.51036262512207
400.0,3,82.648268699646
433.3333333333333,3,83.68150353431702
466.6666666666667,3,83.23531675338745
500.0,3,85.17779850959778
533.3333333333334,3,83.45721340179443
566.6666666666666,3,82.63611149787903
600.0,3,83.42416071891785
633.3333333333334,3,83.4488685131073
666.6666666666666,3,82.88322687149048
200.0,4,80.27752494812012
225.0,4,80.89674115180969
250.0,4,82.47304248809814
275.0,4,81.05154776573181
300.0,4,80.52984809875488
325.0,4,82.3374650478363
350.0,4,80.96877837181091
375.0,4,81.35790181159973
400.0,4,80.25910878181458
425.0,4,80.93973088264465
450.0,4,81.0741696357727
475.0,4,81.25150918960571
500.0,4,81.83173775672913
